Form,Exp,Geozone,Date,STemp,BTemp,BTime,Start,Visib,AvgDepth,MaxDepth,Current,Habitat,Species_ID,Family_ID,Abundance,English_Name,Scientific,Family_Name,Site_Name,Latitude,Longitude
252346,N,52020039,2006-07-24,82,82,60,11,3,6,0,3,1,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252347,N,52020035,2006-07-24,82,82,50,9,3,6,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252347,N,52020035,2006-07-24,82,82,50,9,3,6,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252347,N,52020035,2006-07-24,82,82,50,9,3,6,0,3,1,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252347,N,52020035,2006-07-24,82,82,50,9,3,6,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252348,E,52020036,2006-07-24,86,86,81,9,6,5,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252348,E,52020036,2006-07-24,86,86,81,9,6,5,0,3,1,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252349,E,52020003,2006-07-24,86,86,75,11,6,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Barracuda Bite,19.68,-80.09166666666667
252349,E,52020003,2006-07-24,86,86,75,11,6,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Barracuda Bite,19.68,-80.09166666666667
252350,E,52020005,2006-07-25,86,86,72,9,6,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252350,E,52020005,2006-07-25,86,86,72,9,6,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252351,E,52020030,2006-07-24,86,86,81,18,6,5,0,2,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
252352,E,52020039,2006-07-24,0,0,40,12,5,5,0,2,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252352,E,52020039,2006-07-24,0,0,40,12,5,5,0,2,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252352,E,52020039,2006-07-24,0,0,40,12,5,5,0,2,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252353,E,52020035,2006-07-24,0,0,35,9,5,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252353,E,52020035,2006-07-24,0,0,35,9,5,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252353,E,52020035,2006-07-24,0,0,35,9,5,6,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Blacktip Blvd.,19.686333333333334,-80.07533333333333
252354,N,52020038,2006-07-25,84,84,65,11,5,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252354,N,52020038,2006-07-25,84,84,65,11,5,6,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252355,N,52020005,2006-07-25,84,84,60,9,5,8,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252357,N,52020036,2006-07-24,84,84,54,9,5,5,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252358,N,52020030,2006-07-24,84,84,58,18,4,7,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
252358,N,52020030,2006-07-24,84,84,58,18,4,7,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
252359,N,52020005,2006-07-25,84,84,52,9,5,7,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252360,N,52020038,2006-07-25,84,84,65,11,5,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252361,N,52020038,2006-07-25,86,0,65,11,4,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252361,N,52020038,2006-07-25,86,0,65,11,4,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252362,N,52020005,2006-07-25,86,0,52,8,4,7,0,2,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252363,N,52020005,2006-07-25,0,83,63,9,5,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
252364,N,52020007,2006-07-26,85,0,63,8,4,7,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Cumber's Caves / Cumber's Cove,19.6895,-80.07
252365,N,52020010,2006-07-26,0,0,63,15,3,5,0,2,3,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Gay's Reef,19.6575,-80.09366666666666
252366,N,52020010,2006-07-26,85,0,64,14,3,4,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Gay's Reef,19.6575,-80.09366666666666
252366,N,52020010,2006-07-26,85,0,64,14,3,4,0,3,1,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Gay's Reef,19.6575,-80.09366666666666
252368,N,52020027,2006-07-27,85,0,56,14,5,6,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252368,N,52020027,2006-07-27,85,0,56,14,5,6,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252373,N,52020033,2006-07-28,86,0,65,8,5,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252375,N,52020041,2006-07-28,86,0,71,11,4,4,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252376,E,52020041,2006-07-28,0,0,52,11,5,3,0,3,6,4,53,2,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Bush Gardens,19.6715,-80.1035
252376,E,52020041,2006-07-28,0,0,52,11,5,3,0,3,6,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252377,E,52020033,2006-07-28,0,0,48,9,5,4,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252377,E,52020033,2006-07-28,0,0,48,9,5,4,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252377,E,52020033,2006-07-28,0,0,48,9,5,4,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252378,E,52020036,2006-07-25,0,0,40,9,5,6,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252378,E,52020036,2006-07-25,0,0,40,9,5,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252378,E,52020036,2006-07-25,0,0,40,9,5,6,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252379,E,52020008,2006-07-25,0,0,45,12,5,5,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,The Great Wall (Sheer Wall- East and West),19.682283333333334,-80.08556666666667
252381,N,52020075,2006-07-26,0,85,57,9,4,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252382,N,52020075,2006-07-26,0,85,57,9,3,5,0,3,0,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Jackson's Bite,NA,NA
252382,N,52020075,2006-07-26,0,85,57,9,3,5,0,3,0,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252382,N,52020075,2006-07-26,0,85,57,9,3,5,0,3,0,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Jackson's Bite,NA,NA
252384,N,52020008,2006-07-25,0,85,50,9,3,7,0,3,1,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,The Great Wall (Sheer Wall- East and West),19.682283333333334,-80.08556666666667
252385,N,52020008,2006-07-25,0,85,70,11,3,5,0,2,3,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,The Great Wall (Sheer Wall- East and West),19.682283333333334,-80.08556666666667
252387,N,52020036,2006-07-25,0,85,50,9,3,7,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252388,N,52020036,2006-07-25,0,85,50,9,4,7,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Three Fathom Reef / Mixing Bowl,19.685,-80.07816666666666
252390,E,52020038,2006-07-25,86,86,79,11,6,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
252392,N,52020030,2006-07-24,0,84,62,18,5,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
252402,N,52020075,2006-07-26,0,0,67,9,4,7,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Jackson's Bite,NA,NA
252402,N,52020075,2006-07-26,0,0,67,9,4,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252404,N,52020034,2006-07-27,0,0,66,9,4,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Bus Stop,19.686533333333333,-80.06931666666667
252405,N,52020037,2006-07-27,0,0,70,11,5,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252405,N,52020037,2006-07-27,0,0,70,11,5,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252406,N,52020039,2006-07-28,0,0,76,11,4,5,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252407,N,52020033,2006-07-28,84,84,68,9,5,5,0,3,5,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252407,N,52020033,2006-07-28,84,84,68,9,5,5,0,3,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252410,N,52020033,2006-07-28,84,84,70,9,5,5,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252410,N,52020033,2006-07-28,84,84,70,9,5,5,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252415,N,52020041,2006-07-28,84,84,81,11,3,4,0,3,4,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252416,N,52020041,2006-07-26,85,0,64,10,3,4,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Bush Gardens,19.6715,-80.1035
252416,N,52020041,2006-07-26,85,0,64,10,3,4,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252417,N,52020041,2006-07-26,85,0,64,10,3,4,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Bush Gardens,19.6715,-80.1035
252417,N,52020041,2006-07-26,85,0,64,10,3,4,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252419,N,52020014,2006-07-26,0,85,90,14,3,1,0,3,9,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Owen Island,NA,NA
252419,N,52020014,2006-07-26,0,85,90,14,3,1,0,3,9,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Owen Island,NA,NA
252421,N,52020034,2006-07-27,0,84,60,9,3,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bus Stop,19.686533333333333,-80.06931666666667
252424,N,52020022,2006-07-29,0,84,71,11,4,5,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Joy's Joy,19.678833333333333,-80.09316666666666
252424,N,52020022,2006-07-29,0,84,71,11,4,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Joy's Joy,19.678833333333333,-80.09316666666666
252426,N,52020037,2006-07-27,0,84,60,11,3,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252430,N,52020039,2006-07-28,0,83,53,11,3,6,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252430,N,52020039,2006-07-28,0,83,53,11,3,6,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252439,E,52020032,2006-07-27,0,0,33,9,3,7,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252439,E,52020032,2006-07-27,0,0,33,9,3,7,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252440,E,52020075,2006-07-26,0,0,45,9,6,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252440,E,52020075,2006-07-26,0,0,45,9,6,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Jackson's Bite,NA,NA
252441,N,52020032,2006-07-27,84,84,54,9,5,7,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252442,N,52020039,2006-07-27,84,84,60,11,5,5,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252442,N,52020039,2006-07-27,84,84,60,11,5,5,0,3,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252443,N,52020027,2006-07-27,84,84,73,15,6,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252443,N,52020027,2006-07-27,84,84,73,15,6,7,0,3,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252444,N,52020027,2006-07-27,84,84,75,15,6,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252444,N,52020027,2006-07-27,84,84,75,15,6,7,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252445,N,52020032,2006-07-27,84,84,60,9,5,7,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252447,N,52020041,2006-07-26,84,84,70,11,4,5,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252448,N,52020007,2006-07-26,84,84,70,9,5,6,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Cumber's Caves / Cumber's Cove,19.6895,-80.07
252449,N,52020014,2006-07-26,84,84,60,15,2,2,0,3,9,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Owen Island,NA,NA
252450,N,52020039,2006-07-27,84,84,70,11,5,5,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252450,N,52020039,2006-07-27,84,84,70,11,5,5,0,3,5,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252451,N,52020007,2006-07-26,84,84,56,9,5,6,0,3,2,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Cumber's Caves / Cumber's Cove,19.6895,-80.07
252451,N,52020007,2006-07-26,84,84,56,9,5,6,0,3,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Cumber's Caves / Cumber's Cove,19.6895,-80.07
252453,E,52020041,2006-07-26,86,86,86,11,5,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252453,E,52020041,2006-07-26,86,86,86,11,5,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Bush Gardens,19.6715,-80.1035
252454,E,52020027,2006-07-27,86,86,88,15,5,4,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Marilynn's Cut (Great Gash),19.684666666666665,-80.07916666666667
252455,E,52020033,2006-07-28,86,86,88,9,5,6,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252456,E,52020041,2006-07-28,86,86,90,11,4,4,0,3,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Bush Gardens,19.6715,-80.1035
252456,E,52020041,2006-07-28,86,86,90,11,4,4,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252457,E,52020034,2006-07-27,0,84,52,9,5,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bus Stop,19.686533333333333,-80.06931666666667
252458,E,52020037,2006-07-27,0,83,67,11,4,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252459,E,52020023,2006-07-28,0,84,57,9,3,7,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
252460,E,52020032,2006-07-27,0,84,76,9,4,8,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252461,E,52020039,2006-07-27,0,81,80,11,4,4,0,3,8,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252461,E,52020039,2006-07-27,0,81,80,11,4,4,0,3,8,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252461,E,52020039,2006-07-27,0,81,80,11,4,4,0,3,8,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252463,N,52020032,2006-07-27,86,0,52,8,5,6,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252464,N,52020039,2006-07-27,86,0,66,10,4,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252465,N,52020032,2006-07-27,0,0,45,9,3,8,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252466,E,52020032,2006-07-27,86,86,71,9,4,6,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
252468,E,52020041,2006-07-28,86,86,80,11,4,3,0,3,6,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Bush Gardens,19.6715,-80.1035
252470,E,52020033,2006-07-28,86,86,70,9,5,5,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252471,N,52020023,2006-07-28,84,84,61,9,4,7,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
252472,N,52020039,2006-07-28,84,84,70,11,5,6,0,3,5,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252472,N,52020039,2006-07-28,84,84,70,11,5,6,0,3,5,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252472,N,52020039,2006-07-28,84,84,70,11,5,6,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,To Ringer / Ringer's Wall,19.682883333333333,-80.0843
252473,N,52020041,2006-07-28,0,0,71,11,3,5,0,3,9,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252474,N,52020033,2006-07-28,0,0,53,9,5,6,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252475,E,52020037,2006-07-28,82,0,65,11,5,7,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252475,E,52020037,2006-07-28,82,0,65,11,5,7,0,3,2,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Donna's Delight/Black Coral Forest,19.684333333333335,-80.08066666666667
252476,E,52020034,2006-07-27,82,0,70,9,5,7,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bus Stop,19.686533333333333,-80.06931666666667
252477,E,52020023,2006-07-28,0,0,72,10,3,6,0,3,2,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
252477,E,52020023,2006-07-28,0,0,72,10,3,6,0,3,2,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
252477,E,52020023,2006-07-28,0,0,72,10,3,6,0,3,2,5,53,2,Queen Angelfish,Holacanthus ciliaris,Angelfish,Nancy's Cup of Tea,19.693333333333335,-80.06933333333333
252478,E,52020041,2006-07-28,0,83,89,11,4,3,0,3,8,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252478,E,52020041,2006-07-28,0,83,89,11,4,3,0,3,8,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Bush Gardens,19.6715,-80.1035
252479,E,52020075,2006-07-29,0,85,67,9,5,5,0,3,2,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252482,E,52020033,2006-07-28,85,85,74,9,5,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Eagle Ray Roundup,19.691,-80.06916666666666
252483,E,52020041,2006-07-28,86,86,86,11,5,4,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Bush Gardens,19.6715,-80.1035
252483,E,52020041,2006-07-28,86,86,86,11,5,4,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252483,E,52020041,2006-07-28,86,86,86,11,5,4,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Bush Gardens,19.6715,-80.1035
252485,E,52020075,2006-07-29,0,0,60,16,3,1,0,3,1,3,53,2,French Angelfish,Pomacanthus paru,Angelfish,Jackson's Bite,NA,NA
252485,E,52020075,2006-07-29,0,0,60,16,3,1,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
252486,E,52020041,2006-07-26,84,84,80,11,4,4,0,3,3,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Bush Gardens,19.6715,-80.1035
252486,E,52020041,2006-07-26,84,84,80,11,4,4,0,3,3,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Bush Gardens,19.6715,-80.1035
252486,E,52020041,2006-07-26,84,84,80,11,4,4,0,3,3,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Bush Gardens,19.6715,-80.1035
253487,E,52020030,2006-07-24,84,84,79,18,5,5,0,3,1,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
253487,E,52020030,2006-07-24,84,84,79,18,5,5,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
253487,E,52020030,2006-07-24,84,84,79,18,5,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Lea Lea's Lookout,19.6815,-80.08883333333333
253488,E,52020005,2006-07-25,86,84,70,9,5,6,0,3,1,4,53,1,Gray Angelfish,Pomacanthus arcuatus,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
253488,E,52020005,2006-07-25,86,84,70,9,5,6,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Sarah's Set,19.687333333333335,-80.07266666666666
253489,E,52020038,2006-07-25,86,84,72,11,5,6,0,3,5,6,53,2,Rock Beauty,Holacanthus tricolor,Angelfish,Randy's Gazebo,19.683666666666667,-80.08333333333333
253490,E,52020009,2006-07-25,86,84,65,15,3,5,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Soto Trader,19.655166666666666,-80.08266666666667
253491,E,52020075,2006-07-26,84,84,78,9,6,5,0,3,1,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Jackson's Bite,NA,NA
253491,E,52020075,2006-07-26,84,84,78,9,6,5,0,3,1,6,53,1,Rock Beauty,Holacanthus tricolor,Angelfish,Jackson's Bite,NA,NA
253491,E,52020075,2006-07-26,84,84,78,9,6,5,0,3,1,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Jackson's Bite,NA,NA
253493,E,52020014,2006-07-26,88,88,70,15,4,2,0,3,9,3,53,1,French Angelfish,Pomacanthus paru,Angelfish,Owen Island,NA,NA
253494,E,52020032,2006-07-27,84,84,72,9,4,7,0,3,5,5,53,1,Queen Angelfish,Holacanthus ciliaris,Angelfish,Paul's Anchor,19.694666666666667,-80.0695
